0,2,4,6,8,10,12,14,16
0.18666666666666668,0.19333333333333336,0.17299999999999996,0.1623333333333333,0.13366666666666666,0.17133333333333334,0.14966666666666664,0.14300000000000002,0.138
0.184,0.2003333333333333,0.18333333333333326,0.13566666666666666,0.16,0.14700000000000002,0.15766666666666665,0.12733333333333333,0.1416666666666667
0.19566666666666666,0.16299999999999998,0.15199999999999994,0.156,0.16200000000000006,0.14,0.14266666666666666,0.13666666666666666,0.1413333333333333
0.1733333333333333,0.17066666666666666,0.16466666666666668,0.18333333333333332,0.17033333333333334,0.12566666666666665,0.12766666666666665,0.14333333333333334,0.13
0.1936666666666667,0.17233333333333334,0.17566666666666667,0.17466666666666664,0.16466666666666668,0.146,0.16400000000000006,0.13466666666666666,0.1413333333333333
0.17700000000000002,0.20266666666666666,0.17833333333333334,0.15966666666666668,0.13666666666666666,0.15166666666666664,0.16899999999999998,0.1416666666666667,0.13899999999999996
0.17600000000000002,0.16399999999999998,0.18366666666666664,0.17366666666666666,0.14533333333333334,0.15833333333333335,0.13666666666666666,0.13033333333333333,0.132
0.18233333333333332,0.1653333333333333,0.16133333333333333,0.1716666666666667,0.14,0.15333333333333335,0.1623333333333333,0.14933333333333332,0.13499999999999995
0.17766666666666667,0.187,0.15766666666666665,0.14466666666666667,0.149,0.15600000000000006,0.145,0.13666666666666666,0.14766666666666667
0.17800000000000002,0.158,0.17533333333333334,0.17433333333333334,0.15333333333333332,0.149,0.149,0.12733333333333335,0.13866666666666666
0.15566666666666665,0.16566666666666666,0.15233333333333332,0.16899999999999998,0.15233333333333332,0.13266666666666665,0.14533333333333334,0.1363333333333333,0.126
0.17666666666666672,0.19133333333333333,0.15966666666666665,0.15666666666666665,0.14366666666666664,0.13266666666666665,0.14366666666666664,0.149,0.133
0.2006666666666667,0.15366666666666667,0.13666666666666666,0.16366666666666668,0.1716666666666667,0.16566666666666666,0.16699999999999998,0.14400000000000002,0.126
0.15066666666666667,0.16799999999999998,0.16899999999999998,0.14400000000000002,0.16333333333333336,0.12866666666666665,0.14633333333333332,0.129,0.13333333333333333
0.17200000000000004,0.14766666666666667,0.14366666666666664,0.1623333333333333,0.15966666666666665,0.14666666666666667,0.15066666666666664,0.14533333333333334,0.134
0.16799999999999998,0.17666666666666664,0.16066666666666665,0.15366666666666665,0.14833333333333332,0.16066666666666665,0.12099999999999997,0.13,0.12733333333333333
0.19633333333333333,0.179,0.14633333333333332,0.16133333333333333,0.1716666666666667,0.154,0.14766666666666667,0.13399999999999998,0.12066666666666667
0.18933333333333333,0.15666666666666665,0.16866666666666666,0.142,0.16066666666666665,0.15066666666666664,0.13766666666666666,0.15366666666666665,0.13566666666666666
0.17833333333333334,0.18033333333333332,0.16966666666666666,0.165,0.15633333333333332,0.14933333333333335,0.132,0.139,0.13533333333333333
0.17133333333333334,0.18366666666666667,0.192,0.17299999999999996,0.15766666666666665,0.13266666666666665,0.14866666666666664,0.149,0.13499999999999998
0.18600000000000005,0.168,0.14933333333333332,0.1376666666666667,0.15066666666666664,0.14433333333333334,0.15099999999999994,0.16333333333333333,0.13766666666666666
0.15133333333333332,0.16599999999999998,0.175,0.16899999999999998,0.14300000000000002,0.1383333333333333,0.16300000000000006,0.13866666666666666,0.13866666666666666
0.1856666666666667,0.15266666666666664,0.15599999999999994,0.166,0.14300000000000002,0.15,0.12233333333333332,0.158,0.12833333333333333
0.1956666666666667,0.15733333333333333,0.15933333333333333,0.16400000000000006,0.14933333333333335,0.15466666666666667,0.1343333333333333,0.13433333333333333,0.15133333333333332
0.17733333333333332,0.162,0.15766666666666668,0.14800000000000002,0.17333333333333334,0.15233333333333332,0.15499999999999994,0.15166666666666664,0.14633333333333334
0.16266666666666665,0.157,0.17633333333333334,0.16033333333333336,0.155,0.15966666666666668,0.149,0.1393333333333333,0.125
0.17133333333333334,0.18866666666666668,0.1813333333333333,0.16099999999999998,0.16566666666666666,0.15133333333333332,0.13966666666666666,0.1443333333333333,0.13266666666666665
0.16666666666666666,0.18233333333333326,0.163,0.15899999999999995,0.1573333333333333,0.16433333333333333,0.14700000000000002,0.13366666666666666,0.145
0.16933333333333336,0.179,0.175,0.16899999999999998,0.1696666666666667,0.14733333333333334,0.13666666666666666,0.14300000000000002,0.14633333333333332
0.15533333333333332,0.1806666666666667,0.162,0.145,0.13399999999999998,0.16200000000000006,0.1423333333333333,0.13966666666666666,0.1433333333333333
0.16666666666666666,0.15366666666666665,0.17766666666666667,0.14566666666666667,0.1513333333333333,0.15966666666666665,0.14,0.1343333333333333,0.142
0.15666666666666665,0.174,0.16699999999999998,0.14566666666666667,0.17333333333333334,0.145,0.1413333333333333,0.15533333333333332,0.14366666666666664
0.16466666666666666,0.187,0.16566666666666666,0.16566666666666666,0.15766666666666668,0.12766666666666665,0.12433333333333332,0.1423333333333333,0.13799999999999998
0.17200000000000004,0.175,0.16300000000000006,0.17366666666666666,0.145,0.16533333333333336,0.14833333333333332,0.13966666666666666,0.14366666666666664
0.15366666666666667,0.16799999999999998,0.18266666666666664,0.14066666666666666,0.171,0.14766666666666667,0.14466666666666664,0.13899999999999998,0.13799999999999998
0.1886666666666667,0.1696666666666667,0.16333333333333336,0.15566666666666668,0.15433333333333332,0.1533333333333333,0.15199999999999994,0.14566666666666667,0.12899999999999998
0.14266666666666666,0.16200000000000006,0.18833333333333332,0.15266666666666667,0.14933333333333335,0.14133333333333334,0.1443333333333333,0.13666666666666666,0.12699999999999995
0.1953333333333333,0.196,0.18233333333333332,0.1776666666666667,0.14733333333333332,0.16766666666666666,0.15533333333333332,0.14066666666666666,0.1383333333333333
0.17733333333333334,0.18933333333333333,0.15333333333333332,0.15899999999999995,0.14866666666666664,0.14666666666666667,0.15166666666666667,0.13566666666666666,0.14300000000000002
0.20166666666666666,0.17199999999999996,0.17000000000000004,0.14699999999999994,0.16733333333333333,0.15866666666666668,0.15299999999999994,0.132,0.15066666666666667
0.168,0.17066666666666666,0.17733333333333332,0.16433333333333333,0.17700000000000002,0.14999999999999994,0.1413333333333333,0.1353333333333333,0.132
0.19666666666666666,0.17533333333333334,0.1423333333333333,0.1623333333333333,0.15666666666666668,0.16166666666666668,0.14300000000000002,0.14866666666666667,0.13399999999999998
0.16366666666666665,0.16933333333333336,0.15066666666666667,0.13533333333333333,0.16633333333333333,0.14166666666666666,0.13566666666666666,0.13633333333333333,0.13
0.16899999999999998,0.1796666666666667,0.18233333333333335,0.161,0.14800000000000002,0.153,0.14166666666666666,0.14400000000000002,0.14800000000000002
0.16666666666666666,0.14733333333333334,0.166,0.15233333333333332,0.168,0.1393333333333333,0.12299999999999997,0.13633333333333333,0.13899999999999996
0.18333333333333326,0.17833333333333334,0.17133333333333334,0.15466666666666665,0.15999999999999998,0.14933333333333335,0.147,0.13366666666666666,0.14733333333333334
0.158,0.16566666666666666,0.16233333333333333,0.17200000000000004,0.158,0.13566666666666666,0.15600000000000006,0.12566666666666668,0.15
0.19166666666666668,0.16966666666666666,0.16299999999999998,0.15966666666666668,0.15099999999999994,0.15633333333333335,0.145,0.15033333333333332,0.12066666666666664
0.15699999999999995,0.1826666666666667,0.15766666666666668,0.16566666666666666,0.16233333333333338,0.1363333333333333,0.13499999999999998,0.12299999999999996,0.12533333333333332
0.171,0.181,0.16966666666666666,0.15499999999999994,0.16133333333333333,0.15033333333333332,0.1333333333333333,0.12933333333333333,0.13266666666666665
0.19333333333333333,0.18866666666666668,0.16666666666666669,0.147,0.15266666666666664,0.149,0.13066666666666665,0.14666666666666667,0.139
0.1623333333333333,0.19266666666666665,0.16866666666666666,0.1716666666666667,0.165,0.13166666666666665,0.15499999999999994,0.13699999999999998,0.13899999999999998
0.16633333333333336,0.17333333333333334,0.15066666666666667,0.15666666666666668,0.15833333333333333,0.14666666666666664,0.135,0.134,0.13633333333333333
0.179,0.18866666666666665,0.17033333333333334,0.17633333333333334,0.17233333333333334,0.14066666666666666,0.13733333333333336,0.14400000000000002,0.13966666666666666
0.1796666666666667,0.18833333333333332,0.18366666666666667,0.14466666666666664,0.15966666666666668,0.14966666666666667,0.15499999999999994,0.13566666666666666,0.13233333333333333
0.1733333333333333,0.186,0.15299999999999994,0.149,0.14433333333333334,0.152,0.139,0.14699999999999994,0.131
0.15466666666666665,0.18900000000000006,0.15633333333333332,0.16666666666666669,0.1443333333333333,0.159,0.14,0.14,0.139
0.18900000000000006,0.15966666666666665,0.14500000000000002,0.17366666666666666,0.14,0.16366666666666665,0.153,0.14633333333333332,0.13733333333333336
0.181,0.17733333333333334,0.15133333333333332,0.16099999999999998,0.166,0.14400000000000002,0.15866666666666665,0.12466666666666665,0.14633333333333332
0.17333333333333334,0.17033333333333334,0.188,0.15266666666666664,0.16366666666666668,0.14066666666666666,0.158,0.13866666666666666,0.1373333333333333
0.19166666666666668,0.16433333333333333,0.15833333333333333,0.15633333333333332,0.15600000000000006,0.145,0.125,0.14933333333333335,0.13166666666666665
0.19933333333333333,0.15233333333333332,0.17133333333333334,0.17133333333333334,0.12933333333333333,0.15066666666666664,0.135,0.1413333333333333,0.12999999999999998
0.1553333333333333,0.16833333333333333,0.16833333333333333,0.15866666666666665,0.18733333333333332,0.15,0.13033333333333333,0.12933333333333333,0.131
0.1996666666666667,0.17766666666666667,0.16266666666666665,0.16633333333333336,0.15699999999999995,0.13866666666666666,0.14166666666666666,0.13266666666666665,0.13566666666666666
0.19333333333333333,0.16266666666666668,0.16833333333333336,0.16933333333333336,0.16566666666666666,0.13566666666666666,0.13766666666666666,0.13633333333333333,0.13166666666666665
0.20966666666666672,0.17800000000000002,0.15933333333333333,0.17800000000000002,0.14733333333333332,0.15333333333333335,0.14433333333333334,0.15333333333333335,0.12899999999999998
0.171,0.16233333333333333,0.1653333333333333,0.154,0.15533333333333332,0.14266666666666666,0.14633333333333332,0.13533333333333333,0.13133333333333333
0.17700000000000002,0.163,0.1733333333333333,0.16333333333333336,0.1423333333333333,0.15433333333333332,0.13099999999999998,0.14366666666666664,0.141
0.1733333333333333,0.17833333333333332,0.16333333333333333,0.17366666666666666,0.153,0.14866666666666664,0.1433333333333333,0.12766666666666665,0.13566666666666666
0.16633333333333333,0.171,0.14766666666666667,0.161,0.14566666666666664,0.15733333333333333,0.141,0.131,0.14700000000000002
0.17866666666666667,0.16466666666666668,0.16599999999999998,0.16200000000000006,0.16533333333333336,0.154,0.14033333333333334,0.14699999999999994,0.13666666666666666
0.18133333333333326,0.16166666666666668,0.14966666666666664,0.162,0.156,0.15966666666666665,0.13266666666666665,0.13599999999999998,0.13233333333333333
0.199,0.16533333333333336,0.13466666666666666,0.16233333333333333,0.16066666666666665,0.14933333333333335,0.13499999999999998,0.14133333333333334,0.12233333333333332
0.18533333333333332,0.14166666666666666,0.13733333333333336,0.158,0.171,0.15033333333333332,0.14133333333333334,0.14133333333333334,0.12333333333333332
0.19466666666666668,0.175,0.16433333333333333,0.16366666666666668,0.14400000000000002,0.15233333333333332,0.14166666666666666,0.14166666666666666,0.15733333333333335
0.17233333333333334,0.17866666666666667,0.17366666666666666,0.17966666666666664,0.163,0.13466666666666666,0.15499999999999994,0.133,0.13399999999999998
0.16866666666666671,0.16899999999999998,0.14566666666666667,0.15166666666666667,0.16000000000000006,0.14266666666666666,0.15166666666666667,0.13233333333333333,0.12966666666666668
0.17633333333333334,0.1706666666666667,0.16566666666666666,0.15433333333333332,0.14866666666666664,0.1423333333333333,0.13699999999999998,0.15366666666666667,0.136
0.18333333333333332,0.15833333333333333,0.15466666666666667,0.15733333333333333,0.1433333333333333,0.15566666666666668,0.14833333333333332,0.145,0.1446666666666667
0.16966666666666666,0.197,0.1716666666666667,0.15233333333333332,0.156,0.14066666666666666,0.13399999999999998,0.147,0.13766666666666666
0.15766666666666665,0.18000000000000005,0.17033333333333334,0.17166666666666666,0.15,0.14533333333333334,0.13066666666666665,0.13766666666666666,0.14400000000000002
0.16833333333333336,0.16133333333333333,0.17133333333333334,0.17800000000000005,0.15166666666666664,0.13899999999999998,0.151,0.14033333333333334,0.13366666666666666
0.183,0.15566666666666668,0.1716666666666667,0.16399999999999998,0.14633333333333332,0.16400000000000006,0.14266666666666666,0.13799999999999998,0.13766666666666666
0.14833333333333334,0.1833333333333333,0.16466666666666666,0.18000000000000005,0.1423333333333333,0.15066666666666667,0.14400000000000002,0.13366666666666666,0.13433333333333333
0.166,0.16400000000000006,0.184,0.1573333333333333,0.16133333333333333,0.1423333333333333,0.14766666666666667,0.15133333333333332,0.13
0.1716666666666667,0.18699999999999994,0.141,0.17833333333333332,0.14933333333333332,0.151,0.147,0.15066666666666664,0.14633333333333332
0.2006666666666667,0.15533333333333332,0.17566666666666667,0.1613333333333333,0.16,0.15766666666666665,0.14666666666666664,0.13466666666666666,0.13566666666666666
0.15966666666666668,0.16599999999999998,0.16166666666666668,0.15433333333333332,0.13966666666666666,0.13733333333333336,0.12666666666666665,0.14033333333333334,0.13333333333333333
0.16066666666666665,0.18100000000000005,0.15866666666666668,0.1553333333333333,0.15866666666666665,0.15433333333333332,0.14566666666666664,0.13499999999999998,0.14400000000000002
0.185,0.158,0.15633333333333332,0.16866666666666666,0.14666666666666664,0.14966666666666667,0.14633333333333332,0.1443333333333333,0.11766666666666666
0.202,0.18033333333333326,0.19033333333333335,0.1746666666666667,0.13566666666666666,0.134,0.13066666666666665,0.147,0.13733333333333336
0.173,0.18000000000000005,0.181,0.15266666666666664,0.1756666666666667,0.15733333333333333,0.14533333333333334,0.15233333333333332,0.12466666666666665
0.18433333333333332,0.166,0.15266666666666664,0.15233333333333332,0.16066666666666665,0.145,0.15,0.15599999999999994,0.14133333333333334
0.1953333333333333,0.18533333333333327,0.166,0.17233333333333334,0.15666666666666665,0.13499999999999998,0.14,0.13966666666666666,0.132
0.16766666666666669,0.18666666666666668,0.15166666666666667,0.16866666666666671,0.16766666666666669,0.13699999999999998,0.14800000000000002,0.13466666666666666,0.133
0.17333333333333334,0.15766666666666668,0.18333333333333326,0.13866666666666666,0.13799999999999998,0.15033333333333332,0.15233333333333332,0.12899999999999998,0.13366666666666668
0.1876666666666667,0.18866666666666668,0.16466666666666668,0.16933333333333336,0.154,0.15,0.15566666666666665,0.14933333333333335,0.11899999999999998
0.18633333333333332,0.17033333333333334,0.15533333333333332,0.14400000000000002,0.15133333333333332,0.1413333333333333,0.15133333333333332,0.14733333333333334,0.142
0.17300000000000004,0.17299999999999996,0.15766666666666665,0.15899999999999995,0.14800000000000002,0.152,0.12899999999999998,0.14,0.132
0.16699999999999998,0.19,0.16733333333333333,0.1706666666666667,0.154,0.14066666666666666,0.15533333333333332,0.14066666666666666,0.12999999999999998
